OBS,DATE,Study,long,lat,DEPTH,BACTERIA,VIRUS
1207,9/5/2005,KH05_2,-159.5,30.5,991,29606.00202,292314.7857
1208,9/4/2005,KH05_2,-159.5,30.5,596,64886.09899,1163720.414
1209,9/4/2005,KH05_2,-159.5,30.5,398,102555.4099,1640430.843
1210,9/4/2005,KH05_2,-159.5,30.5,1,422387.3807,3731118.941
1211,9/4/2005,KH05_2,-159.5,30.5,40,544619.7638,20147307.57
1212,9/6/2005,KH05_2,-159.5,35.5,5391,10800.15622,103421.9298
1213,9/6/2005,KH05_2,-159.5,35.5,2957,16247.44813,439843.1491
1214,9/6/2005,KH05_2,-159.5,35.5,4421,9221.444862,374215.3802
1215,9/6/2005,KH05_2,-159.5,35.5,990,40694.75986,1139750.333
1216,9/6/2005,KH05_2,-159.5,35.5,4908,8699.142225,384885.1083
1217,9/6/2005,KH05_2,-159.5,35.5,3447,14034.30136,368433.4605
1218,9/6/2005,KH05_2,-159.5,35.5,3934,11652.95544,361340.1775
1219,9/6/2005,KH05_2,-159.5,35.5,1976,24702.67114,474810.7538
1220,9/6/2005,KH05_2,-159.5,35.5,2467,19862.25452,454506.5743
1221,9/6/2005,KH05_2,-159.5,35.5,1484,17907.81875,478257.0088
1222,9/7/2005,KH05_2,-159.5,40.5,10,890727.3004,9903066.949
1223,9/7/2005,KH05_2,-159.5,40.5,149,259048.4728,9256988.082
1224,9/7/2005,KH05_2,-159.5,40.5,2466,29816.634,683867.8223
1225,9/7/2005,KH05_2,-159.5,40.5,99,290749.5794,10623618.63
1226,9/7/2005,KH05_2,-159.5,40.5,40,985041.9054,27406956.52
1227,9/7/2005,KH05_2,-159.5,40.5,5,819322.0854,8775102.855
1228,9/7/2005,KH05_2,-159.5,40.5,990,57674.85301,1356868.906
1229,9/7/2005,KH05_2,-159.5,40.5,1,877538.777,8536030.42
1230,9/7/2005,KH05_2,-159.5,40.5,74,375856.5044,11038028.17
1231,9/7/2005,KH05_2,-159.5,40.5,1976,33955.7156,906728.0607
1232,9/7/2005,KH05_2,-159.5,40.5,29,738396.7926,27219331.1
1233,9/7/2005,KH05_2,-159.5,40.5,2956,22654.51984,688472.3727
1234,9/7/2005,KH05_2,-159.5,40.5,1483,41426.56786,1195709.642
1235,9/7/2005,KH05_2,-159.5,40.5,19,791117.0583,25254381.27
1236,9/7/2005,KH05_2,-159.5,40.5,792,68532.54961,1329923.077
1237,9/7/2005,KH05_2,-159.5,40.5,594,89961.62791,1397009.569
1238,9/7/2005,KH05_2,-159.5,40.5,4903,18453.45419,1203997.833
1239,9/7/2005,KH05_2,-159.5,40.5,4419,17026.02891,649445.2663
1240,9/7/2005,KH05_2,-159.5,40.5,397,150711.6139,2248260.95
1241,9/7/2005,KH05_2,-159.5,40.5,3932,16713.68202,565073.9645
1242,9/7/2005,KH05_2,-159.5,40.5,495,122758.5742,1583778.064
1243,9/7/2005,KH05_2,-159.5,40.5,297,182571.4286,2779749.256
1244,9/7/2005,KH05_2,-159.5,40.5,198,255422.9706,14314478.87
1245,9/7/2005,KH05_2,-159.5,40.5,5389,18026.206,758829.9025
1246,9/7/2005,KH05_2,-159.5,40.5,249,187659.6723,1910036.155
1247,9/7/2005,KH05_2,-159.5,40.5,3445,19271.80304,587455.6213
1248,9/9/2005,KH05_2,-159.5,45.5,4417,16208.2646,569427.0758
1249,9/9/2005,KH05_2,-159.5,45.5,99,402602.4838,4622490.961
1250,9/9/2005,KH05_2,-159.5,45.5,2954,24209.5409,473883.961
1251,9/9/2005,KH05_2,-159.5,45.5,496,159935.5331,1867043.031
1252,9/9/2005,KH05_2,-159.5,45.5,5240,22953.48269,651126.9449
1253,9/9/2005,KH05_2,-159.5,45.5,4902,17144.71482,614294.0236
1254,9/9/2005,KH05_2,-159.5,45.5,75,501697.3438,5596583.967
1255,9/9/2005,KH05_2,-159.5,45.5,3443,19450.53159,490446.4156
1256,9/9/2005,KH05_2,-159.5,45.5,3930,17368.84881,477591.9732
1257,9/9/2005,KH05_2,-159.5,45.5,1,973694.4644,10061592.38
1258,9/9/2005,KH05_2,-159.5,45.5,1483,44802.23472,657430.5657
1259,9/9/2005,KH05_2,-159.5,45.5,48,883765.6082,8570365.291
1260,9/9/2005,KH05_2,-159.5,45.5,794,81142.26778,750803.7812
1261,9/9/2005,KH05_2,-159.5,45.5,20,1075731.121,8995100.362
1262,9/9/2005,KH05_2,-159.5,45.5,988,59911.32169,874225.6798
1263,9/9/2005,KH05_2,-159.5,45.5,150,186198.0722,3016381.997
1264,9/9/2005,KH05_2,-159.5,45.5,1974,36457.08162,620103.2427
1265,9/9/2005,KH05_2,-159.5,45.5,3,992516.2075,9914018.692
1266,9/9/2005,KH05_2,-159.5,45.5,596,101130.2938,1822906.02
1267,9/9/2005,KH05_2,-159.5,45.5,297,148023.987,1581338.937
1268,9/9/2005,KH05_2,-159.5,45.5,246,166787.3719,1615034.935
1269,9/9/2005,KH05_2,-159.5,45.5,2464,30092.29047,523200.5235
1270,9/9/2005,KH05_2,-159.5,45.5,9,934115.9069,9296225.737
1271,9/9/2005,KH05_2,-159.5,45.5,397,209991.9893,2188341.489
1272,9/9/2005,KH05_2,-159.5,45.5,198,192693.2249,2257419.102
1273,9/9/2005,KH05_2,-159.5,45.5,28,1025768.475,8430948.958
1274,9/10/2005,KH05_2,-159.5,49.5,40,584112.1154,13111794.87
1275,9/10/2005,KH05_2,-159.5,49.5,75,367043.7559,6735993.018
1276,9/10/2005,KH05_2,-159.5,49.5,197,218119.6101,3846141.379
1277,9/10/2005,KH05_2,-159.5,49.5,50,454389.6786,12757570.85
1278,9/10/2005,KH05_2,-159.5,49.5,11,438584.4777,10418407.56
1279,9/10/2005,KH05_2,-159.5,49.5,31,443236.205,10378668.5
1280,9/10/2005,KH05_2,-159.5,49.5,100,270576.0746,4502318.913
1281,9/10/2005,KH05_2,-159.5,49.5,22,406568.8461,10654251.01
1282,9/10/2005,KH05_2,-159.5,49.5,149,268574.18,5749183.394
1283,9/10/2005,KH05_2,-159.5,49.5,793,76026.46503,1641079.666
1284,9/10/2005,KH05_2,-159.5,49.5,3,452890.9888,10187152.5
1285,9/10/2005,KH05_2,-159.5,49.5,247,203264.0474,3157536.467
1286,9/10/2005,KH05_2,-159.5,49.5,1,457121.298,9949473.684
1287,9/10/2005,KH05_2,-159.5,49.5,298,164233.0144,3203952.126
1288,9/10/2005,KH05_2,-159.5,49.5,495,94045.36862,1846453.061
1289,9/10/2005,KH05_2,-159.5,49.5,594,90390.64492,1741540.955
1290,9/10/2005,KH05_2,-159.5,49.5,397,122307.0974,2309337.988
1291,9/10/2005,KH05_2,-159.5,50.5,4900,26037.01124,649564.8922
1292,9/10/2005,KH05_2,-159.5,50.5,3930,17450.57498,504086.7722
1293,9/10/2005,KH05_2,-159.5,50.5,4414,15895.69665,535496.8208
1294,9/10/2005,KH05_2,-159.5,50.5,1975,37261.50771,737691.061
1295,9/10/2005,KH05_2,-159.5,50.5,2953,23914.61878,541855.1303
1296,9/10/2005,KH05_2,-159.5,50.5,3442,19780.44266,509809.2507
1297,9/10/2005,KH05_2,-159.5,50.5,1483,50187.59106,819204.588
1298,9/10/2005,KH05_2,-159.5,50.5,2464,32577.97732,620062.3364
1299,9/10/2005,KH05_2,-159.5,50.5,990,63950.85066,983121.8053
1300,7/15/2000,ARCTICSBI,-159.5,54.5,1,621000,33400000
1301,7/15/2000,ARCTICSBI,-159.5,54.5,1,873000,1.51E+08
1302,7/15/2000,ARCTICSBI,-159.5,54.5,1,426000,16300000
1303,7/15/2000,ARCTICSBI,-159.5,54.5,1,433000,43300000
1304,7/15/2000,ARCTICSBI,-159.5,54.5,1,135000,21300000
1305,7/15/2000,ARCTICSBI,-159.5,54.5,1,188000,12500000
1306,8/24/2005,KH05_2,-159.5,7.5,1979,20359.44376,552959.3332
1307,8/24/2005,KH05_2,-159.5,7.5,2471,17398.89825,525578.4967
1308,8/24/2005,KH05_2,-159.5,7.5,74,589999.3345,10329826.05
1309,8/24/2005,KH05_2,-159.5,7.5,250,142389.6185,3098709.307
1310,8/24/2005,KH05_2,-159.5,7.5,31,661072.3528,12840068.77
1311,8/24/2005,KH05_2,-159.5,7.5,299,120813.7052,2303992.452
1312,8/24/2005,KH05_2,-159.5,7.5,199,139199.0108,3502266.584
1313,8/24/2005,KH05_2,-159.5,7.5,1486,28566.98686,609247.4641
1314,8/24/2005,KH05_2,-159.5,7.5,597,64840.22241,1403387.128
1315,8/24/2005,KH05_2,-159.5,7.5,794,55344.85264,1205901.651
1316,8/24/2005,KH05_2,-159.5,7.5,39,289321.4883,15819630.48
1317,8/24/2005,KH05_2,-159.5,7.5,150,321308.82,3721217.873
1318,8/24/2005,KH05_2,-159.5,7.5,992,47005.58383,905571.082
1319,8/24/2005,KH05_2,-159.5,7.5,5,493347.2597,10586938.79
1320,8/24/2005,KH05_2,-159.5,7.5,497,79712.10421,2084568.915
1321,8/24/2005,KH05_2,-159.5,7.5,3941,15898.88852,575856.2
1322,8/24/2005,KH05_2,-159.5,7.5,2962,14890.78482,480070.9739
1323,8/24/2005,KH05_2,-159.5,7.5,10,507755.1059,10736245.44
1324,8/24/2005,KH05_2,-159.5,7.5,3452,12549.67652,528440.605
1325,8/24/2005,KH05_2,-159.5,7.5,1,583829.284,12958572.15
1326,8/24/2005,KH05_2,-159.5,7.5,20,534247.0427,11367714.33
1327,8/24/2005,KH05_2,-159.5,7.5,100,458759.0628,7105660.997
1328,8/24/2005,KH05_2,-159.5,7.5,397,99064.26273,2233398.549
1329,5/7/2011,STRATIPHYT2,-16.5,52.5,99.913,6.00E+05,6770000
1330,5/7/2011,STRATIPHYT2,-16.5,52.5,25.31966667,632000,6240000
1331,5/7/2011,STRATIPHYT2,-16.5,52.5,49.090875,629000,5130000
1332,5/7/2011,STRATIPHYT2,-16.5,52.5,150.1443333,425000,6120000
1333,5/8/2011,STRATIPHYT2,-16.5,54.5,206.3935,274000,4100000
1334,8/20/2005,KH05_2,-160.5,-10.5,3940,9290.237804,428098.9841
1335,8/20/2005,KH05_2,-160.5,-10.5,2962,9585.368356,346945.6136
1336,8/20/2005,KH05_2,-160.5,-10.5,3453,9341.776504,277855.5819
1337,8/19/2005,KH05_2,-160.5,-10.5,298,72888.15563,1747937.922
1338,8/19/2005,KH05_2,-160.5,-10.5,11,267698.9853,12078246.89
1339,8/19/2005,KH05_2,-160.5,-10.5,148,155229.9236,8184882.891
1340,8/20/2005,KH05_2,-160.5,-10.5,2472,11988.5305,307266.2015
1341,8/19/2005,KH05_2,-160.5,-10.5,42,432798.8008,10958651.56
1342,8/19/2005,KH05_2,-160.5,-10.5,5,261957.3292,10124507.33
1343,8/19/2005,KH05_2,-160.5,-10.5,51,127357.9702,10109665.07
1344,8/19/2005,KH05_2,-160.5,-10.5,20,353754.9172,13424398.09
1345,8/19/2005,KH05_2,-160.5,-10.5,100,110707.7804,10637981.75
1346,8/20/2005,KH05_2,-160.5,-10.5,992,32192.66476,558498.8194
1347,8/19/2005,KH05_2,-160.5,-10.5,75,248277.7742,11776696.65
1348,8/19/2005,KH05_2,-160.5,-10.5,793,41455.06345,427500.802
1349,8/19/2005,KH05_2,-160.5,-10.5,248,90707.78394,2133017.644
1350,8/20/2005,KH05_2,-160.5,-10.5,1980,13151.91158,323915.603
1351,8/20/2005,KH05_2,-160.5,-10.5,1487,20620.86779,414839.2811
1352,8/19/2005,KH05_2,-160.5,-10.5,200,110411.6945,4780346.143
1353,8/19/2005,KH05_2,-160.5,-10.5,398,62254.24909,1653973.485
1354,8/19/2005,KH05_2,-160.5,-10.5,596,52141.42633,1230759.655
1355,8/20/2005,KH05_2,-160.5,-10.5,4425,8606.741737,392407.4526
1356,8/19/2005,KH05_2,-160.5,-10.5,498,52465.27742,1029870.169
1357,8/19/2005,KH05_2,-160.5,-10.5,1,203930.3755,11410970.33
1358,8/19/2005,KH05_2,-160.5,-10.5,30,419706.2443,10791632.54
1359,8/21/2005,KH05_2,-160.5,-4.5,1980,20935.68512,416143.2953
1360,8/21/2005,KH05_2,-160.5,-4.5,497,77349.60478,417539.9834
1361,8/21/2005,KH05_2,-160.5,-4.5,1,687164.2085,12530055.14
1362,8/21/2005,KH05_2,-160.5,-4.5,1488,25320.10452,477702.3678
1363,8/21/2005,KH05_2,-160.5,-4.5,299,105618.3761,1739217.274
1364,8/21/2005,KH05_2,-160.5,-4.5,5128,14241.94023,594673.5821
1365,8/21/2005,KH05_2,-160.5,-4.5,6,629957.013,12224131.61
1366,8/21/2005,KH05_2,-160.5,-4.5,397,97022.54475,1788801.182
1367,8/21/2005,KH05_2,-160.5,-4.5,992,43501.09423,738887.2111
1368,8/21/2005,KH05_2,-160.5,-4.5,75,348778.7125,10627143.16
1369,8/21/2005,KH05_2,-160.5,-4.5,797,49422.86461,1125017.315
1370,8/21/2005,KH05_2,-160.5,-4.5,2962,14825.86967,433689.1179
1371,8/21/2005,KH05_2,-160.5,-4.5,21,650088.5473,11877518.74
1372,8/21/2005,KH05_2,-160.5,-4.5,31,659642.7831,11219707.8
1373,8/21/2005,KH05_2,-160.5,-4.5,2473,20760.83619,443800.2699
1374,8/21/2005,KH05_2,-160.5,-4.5,150,321359.1377,7871829.223
1375,8/21/2005,KH05_2,-160.5,-4.5,249,138140.3761,2532744.449
1376,8/21/2005,KH05_2,-160.5,-4.5,198,132357.3412,2671524.966
1377,8/21/2005,KH05_2,-160.5,-4.5,4428,15218.45501,607065.6361
1378,8/21/2005,KH05_2,-160.5,-4.5,4915,13318.21003,549471.7213
1379,8/21/2005,KH05_2,-160.5,-4.5,41,627665.1141,10726914.72
1380,8/21/2005,KH05_2,-160.5,-4.5,49,658225.1286,10864753.96
1381,8/21/2005,KH05_2,-160.5,-4.5,100,479374.8512,9342559.755
1382,8/21/2005,KH05_2,-160.5,-4.5,10,700761.5866,11209158.71
1383,8/21/2005,KH05_2,-160.5,-4.5,3940,12473.6567,575939.1486
1384,8/21/2005,KH05_2,-160.5,-4.5,596,67094.28008,1455123.067
1385,8/21/2005,KH05_2,-160.5,-4.5,3451,12968.51217,446231.7001
1386,8/22/2005,KH05_2,-160.5,0.5,2962,17709.72495,456797.116
1387,8/22/2005,KH05_2,-160.5,0.5,3451,15927.47238,459218.1311
1388,8/22/2005,KH05_2,-160.5,0.5,4918,18115.80782,525747.6241
1389,8/22/2005,KH05_2,-160.5,0.5,3941,15766.32838,425420.7612
1390,8/22/2005,KH05_2,-160.5,0.5,75,449965.6191,6229109.04
1391,8/22/2005,KH05_2,-160.5,0.5,4429,14912.26521,528265.4797
1392,8/22/2005,KH05_2,-160.5,0.5,50,484988.431,7118181.599
1393,8/22/2005,KH05_2,-160.5,0.5,199,173211.8931,2913274.621
1394,8/22/2005,KH05_2,-160.5,0.5,20,912500.3245,9542544.316
1395,8/22/2005,KH05_2,-160.5,0.5,4,973950.3366,8423772.644
1396,8/22/2005,KH05_2,-160.5,0.5,249,226917.5538,2161239.836
1397,8/22/2005,KH05_2,-160.5,0.5,2471,20926.15907,474131.5836
1398,8/22/2005,KH05_2,-160.5,0.5,1979,26347.04303,615906.2239
1399,8/22/2005,KH05_2,-160.5,0.5,29,906722.3452,7368825.507
1400,8/22/2005,KH05_2,-160.5,0.5,1486,36215.50123,680305.2237
1401,8/22/2005,KH05_2,-160.5,0.5,149,278701.4493,3722442.215
1402,8/22/2005,KH05_2,-160.5,0.5,100,262585.5374,5158073.878
1403,8/22/2005,KH05_2,-160.5,0.5,9,893017.6823,7985959.073
1404,8/22/2005,KH05_2,-160.5,0.5,992,55523.7746,785667.7978
1405,8/22/2005,KH05_2,-160.5,0.5,39,850496.0702,6989008.241
1406,8/22/2005,KH05_2,-160.5,0.5,1,874621.9493,8107778.788
1407,8/22/2005,KH05_2,-160.5,0.5,299,155354.1662,2093409.248
1408,8/22/2005,KH05_2,-160.5,0.5,398,127974.5704,1964137.909
1409,8/22/2005,KH05_2,-160.5,0.5,497,112803.181,1472213.811
1410,8/22/2005,KH05_2,-160.5,0.5,596,98207.86901,1352499.622
1411,8/22/2005,KH05_2,-160.5,0.5,795,66012.85247,1036219.548
1412,8/24/2005,KH05_2,-160.5,10.5,40,471574.2624,6283018.208
1413,8/24/2005,KH05_2,-160.5,10.5,4,447282.9999,4658032.919
1414,8/24/2005,KH05_2,-160.5,10.5,149,138551.6061,3851350.711
1415,8/24/2005,KH05_2,-160.5,10.5,298,87208.36979,2488916.546
1416,8/24/2005,KH05_2,-160.5,10.5,30,467425.748,5313159.587
1417,8/24/2005,KH05_2,-160.5,10.5,100,266351.667,14501108.96
1418,8/24/2005,KH05_2,-160.5,10.5,796,46687.2432,955109.9236
1419,8/24/2005,KH05_2,-160.5,10.5,20,418772.7666,4332164.296
1420,8/25/2005,KH05_2,-160.5,10.5,1979,18457.54148,547044.3093
1421,8/25/2005,KH05_2,-160.5,10.5,1486,23601.9051,584156.3142
1422,8/24/2005,KH05_2,-160.5,10.5,75,391761.3609,14400665.16
1423,8/24/2005,KH05_2,-160.5,10.5,49,535963.7232,9441717.433
1424,8/24/2005,KH05_2,-160.5,10.5,200,123146.2403,3245612.75
1425,8/25/2005,KH05_2,-160.5,10.5,3941,11824.26537,538171.7734
1426,8/24/2005,KH05_2,-160.5,10.5,249,93237.65227,2503849.082
1427,8/24/2005,KH05_2,-160.5,10.5,497,67747.47188,1301931.192
1428,8/24/2005,KH05_2,-160.5,10.5,597,51151.10433,1113156.859
1429,8/25/2005,KH05_2,-160.5,10.5,992,33834.68154,705592.0794
1430,8/24/2005,KH05_2,-160.5,10.5,10,461634.8308,4725337.137
1431,8/24/2005,KH05_2,-160.5,10.5,397,66702.44662,1970131.347
1432,8/25/2005,KH05_2,-160.5,10.5,2471,15967.73166,345838.0923
1433,8/25/2005,KH05_2,-160.5,10.5,2962,16480.61383,423496.6322
1434,8/25/2005,KH05_2,-160.5,10.5,3452,12237.67949,508882.8646
1435,8/24/2005,KH05_2,-160.5,10.5,1,440678.5535,6843241.086
1436,8/25/2005,KH05_2,-160.5,10.5,4915,11323.81671,583774.6998
1437,8/25/2005,KH05_2,-160.5,10.5,4429,13328.71975,514702.485
1438,8/26/2005,KH05_2,-160.5,15.5,595,53518.06385,1024271.816
1439,8/26/2005,KH05_2,-160.5,15.5,199,171040.7732,4856398.298
1440,8/26/2005,KH05_2,-160.5,15.5,99,315941.6164,9903289.232
1441,8/26/2005,KH05_2,-160.5,15.5,2471,10657.95699,377056.3737
1442,8/26/2005,KH05_2,-160.5,15.5,5399,8333.662612,555610.2569
1443,8/26/2005,KH05_2,-160.5,15.5,397,69457.7732,1395306.766
1444,8/26/2005,KH05_2,-160.5,15.5,39,535378.3065,4977504.321
1445,8/26/2005,KH05_2,-160.5,15.5,992,26572.25827,600295.9655
1446,8/26/2005,KH05_2,-160.5,15.5,50,426606.7357,6272730.904
1447,8/26/2005,KH05_2,-160.5,15.5,74,424347.9256,8748206.472
1448,8/26/2005,KH05_2,-160.5,15.5,30,547084.5905,5542821.628
1449,8/26/2005,KH05_2,-160.5,15.5,1979,14153.29253,409080.6139
1450,8/26/2005,KH05_2,-160.5,15.5,4914,8146.888957,516308.3686
1451,8/26/2005,KH05_2,-160.5,15.5,149,183959.5862,8288047.355
1452,8/26/2005,KH05_2,-160.5,15.5,3451,18419.43999,451433.3337
1453,8/26/2005,KH05_2,-160.5,15.5,4428,22231.99428,481643.9857
1454,8/26/2005,KH05_2,-160.5,15.5,10,537242.0051,6080551.075
1455,8/26/2005,KH05_2,-160.5,15.5,300,95936.04241,2622817.799
1456,8/26/2005,KH05_2,-160.5,15.5,495,59271.65372,1307819.686
1457,8/26/2005,KH05_2,-160.5,15.5,5,524302.5378,5190725.737
1458,8/26/2005,KH05_2,-160.5,15.5,251,131229.0781,2251334.197
1459,8/26/2005,KH05_2,-160.5,15.5,19,535673.625,5508687.497
1460,8/26/2005,KH05_2,-160.5,15.5,1486,21384.10118,542240.4364
1461,8/26/2005,KH05_2,-160.5,15.5,1,648080.0351,8093997.163
1462,8/26/2005,KH05_2,-160.5,15.5,3940,8428.53177,426757.4906
1463,8/26/2005,KH05_2,-160.5,15.5,794,41798.75815,832697.5426
1464,8/26/2005,KH05_2,-160.5,15.5,2962,10121.35331,412221.1757
1465,8/27/2005,KH05_2,-160.5,19.5,248,121504.8358,3275205.989
1466,8/27/2005,KH05_2,-160.5,19.5,794,32996.13779,942110.6652
1467,8/27/2005,KH05_2,-160.5,19.5,199,138839.0325,4562200.71
1468,8/27/2005,KH05_2,-160.5,19.5,20,469819.7141,5850149.468
1469,8/27/2005,KH05_2,-160.5,19.5,10,426339.978,5617841.673
1470,8/27/2005,KH05_2,-160.5,19.5,299,101421.3243,2695629.048
1471,8/27/2005,KH05_2,-160.5,19.5,5,410108.9595,5409384.782
1472,8/27/2005,KH05_2,-160.5,19.5,595,46276.71832,1137688.069
1473,8/27/2005,KH05_2,-160.5,19.5,149,224704.4092,5830114.709
1474,8/27/2005,KH05_2,-160.5,19.5,30,522645.162,7230639.728
1475,8/27/2005,KH05_2,-160.5,19.5,40,500825.7563,11128012.18
1476,8/27/2005,KH05_2,-160.5,19.5,1,440528.8505,8736680.959
1477,8/27/2005,KH05_2,-160.5,19.5,496,68748.74683,1803605.279
1478,8/27/2005,KH05_2,-160.5,19.5,99,337206.6282,9334766.384
1479,8/27/2005,KH05_2,-160.5,19.5,75,345697.5287,10988587.99
1480,8/28/2005,KH05_2,-160.5,20.5,2470,11641.90512,496575.7987
1481,8/28/2005,KH05_2,-160.5,20.5,1978,15036.73353,507451.8105
1482,8/28/2005,KH05_2,-160.5,20.5,1485,21407.49121,587781.6515
1483,8/28/2005,KH05_2,-160.5,20.5,3938,9154.691511,536836.1229
1484,8/28/2005,KH05_2,-160.5,20.5,2961,10242.66565,413383.8494
1485,8/28/2005,KH05_2,-160.5,20.5,991,24936.13461,649316.981
1486,8/28/2005,KH05_2,-160.5,20.5,3450,9169.236619,460513.2335
1487,8/28/2005,KH05_2,-160.5,20.5,4425,12622.24546,553054.7368
1488,9/4/2005,KH05_2,-160.5,26.5,4424,8312.536899,328557.8521
1489,9/4/2005,KH05_2,-160.5,26.5,2469,8862.272673,266255.8895
1490,9/4/2005,KH05_2,-160.5,26.5,20,367187.8025,3581974.145
1491,9/4/2005,KH05_2,-160.5,26.5,74,199981.1134,7035570.721
1492,9/4/2005,KH05_2,-160.5,26.5,3449,8370.170489,333250.8516
1493,9/4/2005,KH05_2,-160.5,26.5,1485,18908.2506,257109.3292
1494,9/4/2005,KH05_2,-160.5,26.5,298,92874.31227,1397797.601
1495,9/4/2005,KH05_2,-160.5,26.5,397,72445.42159,1220770.961
1496,9/4/2005,KH05_2,-160.5,26.5,3937,7904.668422,336794.5451
1497,9/4/2005,KH05_2,-160.5,26.5,5,381263.0237,2119715.073
1498,9/4/2005,KH05_2,-160.5,26.5,2959,6592.39593,184942.4901
1499,9/4/2005,KH05_2,-160.5,26.5,10,325012.4136,2434974.553
1500,9/4/2005,KH05_2,-160.5,26.5,30,364230.2361,4094284.633
1501,9/4/2005,KH05_2,-160.5,26.5,1977,12723.72315,186618.5614
1502,9/4/2005,KH05_2,-160.5,26.5,40,399724.094,8774666.861
1503,9/4/2005,KH05_2,-160.5,26.5,794,36774.66324,846332.933
1504,9/4/2005,KH05_2,-160.5,26.5,248,94776.22071,1488093.069
1505,9/4/2005,KH05_2,-160.5,26.5,596,58032.59094,1063941.991
1506,9/4/2005,KH05_2,-160.5,26.5,198,124329.1125,1925313.228
1507,9/4/2005,KH05_2,-160.5,26.5,497,54308.57441,734838.7729
1508,9/4/2005,KH05_2,-160.5,26.5,149,135941.1708,2545955.162
1509,9/4/2005,KH05_2,-160.5,26.5,992,18642.24942,174455.0729
1510,9/6/2005,KH05_2,-160.5,34.5,1,610252.9888,13317970.13
1511,9/6/2005,KH05_2,-160.5,34.5,397,140846.99,2175219.938
1512,9/6/2005,KH05_2,-160.5,34.5,197,185263.1111,5118905.608
1513,9/6/2005,KH05_2,-160.5,34.5,594,94005.35725,1725898.445
1514,9/6/2005,KH05_2,-160.5,34.5,793,65548.94311,1551328.947
1515,9/6/2005,KH05_2,-160.5,34.5,148,197461.9619,5182494.497
1516,9/6/2005,KH05_2,-160.5,34.5,100,260824.777,6694230.362
1517,9/6/2005,KH05_2,-160.5,34.5,74,461117.8112,18204219.73
1518,9/6/2005,KH05_2,-160.5,34.5,40,597481.6874,24876624.35
1519,9/6/2005,KH05_2,-160.5,34.5,50,649420.8639,29939145.63
1520,9/6/2005,KH05_2,-160.5,34.5,20,645669.8982,14564926.25
1521,9/6/2005,KH05_2,-160.5,34.5,248,164428.0936,2132027.485
1522,9/6/2005,KH05_2,-160.5,34.5,497,111016.2464,1908266.581
1523,9/6/2005,KH05_2,-160.5,34.5,9,435576.7066,12353786.29
1524,9/6/2005,KH05_2,-160.5,34.5,298,158355.8528,2629940.488
1525,9/12/2005,KH05_2,-160.5,53.5,248,177417.1975,2436715.644
1526,9/11/2005,KH05_2,-160.5,53.5,1973,45781.37837,693987.8997
1527,9/12/2005,KH05_2,-160.5,53.5,1,1211184.615,30728044.87
1528,9/12/2005,KH05_2,-160.5,53.5,99,330404.2969,4320968.021
1529,9/12/2005,KH05_2,-160.5,53.5,4,1930618.421,24857051.28
1530,9/11/2005,KH05_2,-160.5,53.5,3928,19040.77864,408940.363
1531,9/12/2005,KH05_2,-160.5,53.5,40,354802.9661,9222275.286
1532,9/11/2005,KH05_2,-160.5,53.5,1481,57350.08946,901455.4883
1533,9/11/2005,KH05_2,-160.5,53.5,2462,35348.51499,502388.9369
1534,9/12/2005,KH05_2,-160.5,53.5,149,296257.9225,3589248.055
1535,9/12/2005,KH05_2,-160.5,53.5,49,282795.2962,7402524.305
1536,9/12/2005,KH05_2,-160.5,53.5,199,218333.5987,3921901.469
1537,9/12/2005,KH05_2,-160.5,53.5,10,1901315.789,23993429.49
1538,9/11/2005,KH05_2,-160.5,53.5,2951,27467.65906,534831.4607
1539,9/11/2005,KH05_2,-160.5,53.5,3441,21389.19706,505562.6621
1540,9/11/2005,KH05_2,-160.5,53.5,990,62955.18837,1098931.72
1541,9/12/2005,KH05_2,-160.5,53.5,74,297698.0287,7282483.37
1542,9/12/2005,KH05_2,-160.5,53.5,28,632887.5969,12357692.31
1543,9/12/2005,KH05_2,-160.5,53.5,20,1542229.592,21958333.33
1544,9/11/2005,KH05_2,-160.5,53.5,4898,16953.038,474596.6229
1545,9/12/2005,KH05_2,-160.5,53.5,793,84681.88173,1162523.768
1546,9/11/2005,KH05_2,-160.5,53.5,4414,16535.48987,433037.1651
1547,9/12/2005,KH05_2,-160.5,53.5,596,92833.43138,1265375.972
1548,9/12/2005,KH05_2,-160.5,53.5,397,105776.2739,1905998.271
1549,9/12/2005,KH05_2,-160.5,53.5,296,150049.3631,2253932.584
1550,9/12/2005,KH05_2,-160.5,53.5,495,108564.1219,1430527.226
1551,9/11/2005,KH05_2,-160.5,53.5,5865,17440.66414,490046.6724
1552,7/16/2000,ARCTICSBI,-165.5,54.5,1,708000,55400000
1553,7/16/2000,ARCTICSBI,-165.5,54.5,1,367000,48400000
1554,7/16/2000,ARCTICSBI,-165.5,54.5,1,371000,56900000
1555,7/16/2000,ARCTICSBI,-165.5,54.5,1,205000,37900000
1556,7/16/2000,ARCTICSBI,-165.5,54.5,1,214000,30100000
1557,7/16/2000,ARCTICSBI,-165.5,54.5,1,717000,64100000
1558,7/22/2000,ARCTICSBI,-166.5,69.5,1,753000,31800000
1559,7/22/2000,ARCTICSBI,-166.5,69.5,1,531000,27100000
1560,7/22/2000,ARCTICSBI,-166.5,69.5,1,1200000,72300000
1561,7/22/2000,ARCTICSBI,-166.5,69.5,1,348000,64100000
